20161118,02:14:23,,,,,,5332.1,,,,,,,
20161118,02:14:23,,,,,,,,,,,,,5344
20161118,02:14:34.142,,,,,,5332.2,,,,,,,
20161118,02:14:38.142,,,,,,,,,,,,,5349
20161118,02:14:38.142,,,,,,,,,,,,,5363.9
20161118,02:14:43.147,,,,,,5332.1,,,,,,,
20161118,02:14:43.147,,,,,,5332.3,,,,,,,
20161118,02:14:48.144,,,,,,5332.2,,,,,,,
20161118,02:21:31,,,,,,5335.2,,,,,,,
20161118,02:21:31,,,,,,,,,,,,,5348.8
20161118,02:21:32.512,,,,,,5335.5,,,,,,,
20161118,02:21:34.505,,,,,,,,,,,,,5348.8
20161118,02:21:37.504,,,,,,5335.2,,,,,,,
20161118,02:21:38.508,,,,,,5335.6,,,,,,,
20161118,02:21:39.516,,,,,,,,,,,,,5348.8
20161118,02:21:41.548,,,,,,5342,,,,,,,
20161118,02:21:44.583,,,,,,5335.6,,,,,,,
20161118,02:21:46.612,,,,,,,,,,,,,5348.8
20161118,02:21:47.612,,,,,,,,,,,,,5351
20161118,02:21:47.612,,,,,,,,,,,,,5349
20161118,02:21:47.612,,,,,,,,,,,,,5349
20161118,02:21:47.612,,,,,,,,,,,,,5347
20161118,02:21:49.626,,,,,,,,,,,,,5389.9
20161118,02:21:49.626,,,,,,,,,,,,,5379.9
20161118,02:21:51.630,,,,,,5333.4,,,,,,,
20161118,02:21:51.630,,,,,,5335.7,,,,,,,
20161118,02:21:55.632,,,,,,5335.1,,,,,,,
20161118,02:21:55.632,,,,,,5335.6,,,,,,,
20161118,02:21:59.633,,,,,,,,,,,,,5348.8
20161118,02:21:59.633,,,,,,,,,,,,,5346.9
20161118,02:22:02.655,,,,,,5335.5,,,,,,,
20161118,02:22:05.629,,,,,,5335.6,,,,,,,
20161118,02:22:05.629,,,,,,5335.8,,,,,,,
20161118,02:22:15.655,,,,,,5342,,,,,,,
20161118,02:22:15.655,,,,,,,,,,,,,5348.8
20161118,02:22:19.634,,,,,,,,,,,,,5350
20161118,02:22:21.636,,,,,,5335.7,,,,,,,
20161118,02:22:21.636,,,,,,5335.9,,,,,,,
20161118,02:22:22.651,,,,,,,,,,,,,5346.8
20161118,02:22:25.633,,,,,,,,,,,,,5347
20161118,02:22:25.633,,,,,,,,,,,,,5345
20161118,02:22:26.633,,,,,,5336,,,,,,,
20161118,02:22:31.636,,,,,,,,,,,,,5346.7
20161118,02:22:34.632,,,,,,,,,,,,,5346.9
20161118,02:22:39.633,,,,,,5335.8,,,,,,,
20161118,02:22:39.633,,,,,,5336.1,,,,,,,
20161118,02:22:39.633,,,,,,,,,,,,,5346.7
20161118,02:22:41.631,,,,,,5335.9,,,,,,,
20161118,02:22:41.631,,,,,,5336.1,,,,,,,
20161118,02:22:45.635,,,,,,5336.1,,,,,,,
20161118,02:22:45.635,,,,,,5336.2,,,,,,,
20161118,02:22:50.633,,,,,,,,,,,,,5348.9
20161118,02:22:50.633,,,,,,,,,,,,,5349
20161118,02:22:53.713,,,,,,5330,,,,,,,
20161118,02:22:53.713,,,,,,5332,,,,,,,
20161118,02:22:54.634,,,,,,,,,,,,,5353
20161118,02:22:55.635,,,,,,,,,,,,,5354
20161118,02:22:55.635,,,,,,,,,,,,,5353
20161118,02:22:55.635,,,,,,,,,,,,,5354
20161118,02:22:56.634,,,,,,,,,,,,,5481
20161118,02:22:56.634,,,,,,,,,,,,,5477
20161118,02:22:56.634,,,,,,,,,,,,,5353
20161118,02:22:56.634,,,,,,,,,,,,,5481
20161118,02:22:57.637,,,,,,,,,,,,,5354
20161118,02:22:57.637,,,,,,,,,,,,,5477
20161118,02:22:57.637,,,,,,,,,,,,,5354
20161118,02:22:58.628,,,,,,5336,,,,,,,
20161118,02:22:58.628,,,,,,5336.5,,,,,,,
20161118,02:22:58.628,,,,,,,,,,,,,5353
20161118,02:22:58.628,,,,,,,,,,,,,5480.3
20161118,02:22:58.628,,,,,,,,,,,,,5480.3
20161118,02:22:58.628,,,,,,,,,,,,,5345
20161118,02:22:58.628,,,,,,,,,,,,,5343.5
20161118,02:22:59.633,,,,,,,,,,,,,5353
20161118,02:22:59.633,,,,,,,,,,,,,5354
20161118,02:23:00.634,,,,,,,,,,,,,5353
20161118,02:23:00.634,,,,,,,,,,,,,5354
20161118,02:23:01.638,,,,,,5336.1,,,,,,,
20161118,02:23:01.638,,,,,,5330.1,,,,,,,
20161118,02:23:01.638,,,,,,,,,,,,,5480.3
20161118,02:23:01.638,,,,,,,,,,,,,5480.3
20161118,02:23:02.663,,,,,,5332,,,,,,,
20161118,02:23:02.663,,,,,,5330,,,,,,,
20161118,02:23:03.636,,,,,,,,,,,,,5363.5
20161118,02:23:04.634,,,,,,,,,,,,,5343.5
20161118,02:23:04.634,,,,,,,,,,,,,5346.8
20161118,02:23:11.633,,,,,,5336.2,,,,,,,
20161118,02:23:11.633,,,,,,5336.6,,,,,,,
20161118,02:23:11.633,,,,,,,,,,,,,5353
20161118,02:23:12.672,,,,,,,,,,,,,5353
20161118,02:23:12.672,,,,,,,,,,,,,5354
20161118,02:23:13.669,,,,,,,,,,,,,5346.8
20161118,02:23:23.723,,,,,,,,,,,,,5348.9
20161118,02:23:24.742,,,,,,,,,,,,,5349.9
20161118,02:23:25.747,,,,,,,,,,,,,5363.5
20161118,02:23:28.755,,,,,,,,,,,,,5367.2
20161118,02:23:29.756,,,,,,,,,,,,,5380.7
20161118,02:23:29.756,,,,,,,,,,,,,5354
20161118,02:23:29.756,,,,,,,,,,,,,5350
20161118,02:23:29.756,,,,,,,,,,,,,5354
20161118,02:23:30.759,,,,,,,,,,,,,5350
20161118,02:23:30.759,,,,,,,,,,,,,5477.8
20161118,02:23:30.759,,,,,,,,,,,,,5354
20161118,02:23:31.762,,,,,,,,,,,,,5355
20161118,02:23:31.762,,,,,,,,,,,,,5477.8
20161118,02:23:31.762,,,,,,,,,,,,,5474.1
20161118,02:23:32.770,,,,,,,,,,,,,5355
20161118,02:23:32.770,,,,,,,,,,,,,5354
20161118,02:23:32.770,,,,,,,,,,,,,5474.1
20161118,02:23:32.770,,,,,,,,,,,,,5470.5
20161118,02:23:33.759,,,,,,,,,,,,,5354
20161118,02:23:33.759,,,,,,,,,,,,,5350
20161118,02:23:33.759,,,,,,,,,,,,,5470.5
20161118,02:23:33.759,,,,,,,,,,,,,5349.8
20161118,02:23:34.763,,,,,,,,,,,,,5467.4
20161118,02:23:34.763,,,,,,,,,,,,,5354
20161118,02:23:34.763,,,,,,,,,,,,,5350
20161118,02:23:35.760,,,,,,,,,,,,,5463.7
20161118,02:23:35.760,,,,,,,,,,,,,5467.4
20161118,02:23:35.760,,,,,,,,,,,,,5354
20161118,02:23:35.760,,,,,,,,,,,,,5350
20161118,02:23:36.757,,,,,,5330,,,,,,,
20161118,02:23:36.757,,,,,,5326.5,,,,,,,
20161118,02:23:36.757,,,,,,,,,,,,,5463.7
20161118,02:23:37.763,,,,,,5329.8,,,,,,,
20161118,02:23:37.763,,,,,,5318,,,,,,,
20161118,02:23:37.763,,,,,,5326.5,,,,,,,
20161118,02:23:38.758,,,,,,5329.8,,,,,,,
20161118,02:23:38.758,,,,,,5318,,,,,,,
20161118,02:23:38.758,,,,,,5326.5,,,,,,,
20161118,02:23:38.758,,,,,,5326.5,,,,,,,
20161118,02:23:39.763,,,,,,5318,,,,,,,
20161118,02:23:43.755,,,,,,,,,,,,,5350
20161118,02:23:44.966,,,,,,5318,,,,,,,
20161118,02:23:44.966,,,,,,5330,,,,,,,
20161118,02:23:44.966,,,,,,,,,,,,,5354
20161118,02:23:45.961,,,,,,,,,,,,,5346.8
20161118,02:24:06.015,,,,,,,,,,,,,5363.5
20161118,02:24:06.015,,,,,,,,,,,,,5346.8
20161118,02:24:07.018,,,,,,5337,,,,,,,
20161118,02:24:15.087,,,,,,,,,,,,,5354
